team,year,region,seed,play-in,rd_1,rd_2,rd_3,rd_4,rd_5,rd_6,TPPG,TPPG_last3,FGPG,FGPG_last3,FTAPG,FTAPG_last3,FTMPP,FTMPP_last3,ORP,ORP_last3,ORPG,ORPG_last3,DRP,DRP_last3,DRPG,DRPG_last3,APG,APG_last3,FPG,FPG_last3,ASM,ASM_last3,ATR,ATR_last3,OE,OE_last3,DE,DE_last3
NC State,2018,midwest,9,NA,0,0,0,0,0,0,7.9,8.7,29.3,29.7,21.1,17.7,19.94,15.546,0.314,0.24,10.2,7.7,0.699,0.671,21.8,19,16.2,14.7,18.1,16.3,6.8,0,1.326,1.63,1.096,1.088,1.005,1.088
Oklahoma,2018,midwest,10,NA,0,0,0,0,0,0,9.5,7.3,29.8,24.7,21.3,17.7,20.221,15.304,0.262,0.203,9,8.3,0.718,0.645,26.3,23,15.1,11.3,17.2,17,3.5,-4.3,1.128,0.971,1.081,0.896,1.036,0.953
Syracuse,2018,midwest,11,1,1,1,0,0,0,0,5.8,6,22.8,19.7,21.9,21,23.999,26.221,0.334,0.326,10.2,10,0.731,0.653,23.5,21.3,11,8,16.3,17.3,3,-2.3,0.874,0.649,1.002,0.961,0.957,0.997
N Mex State,2018,midwest,12,NA,0,0,0,0,0,0,7.6,10.7,28.2,27.7,18,26.7,16.238,24.773,0.339,0.373,11.6,13.7,0.791,0.822,27.3,29.3,13.8,11.7,18.2,20.3,10.9,15.3,1.125,0.946,1.061,1.14,0.909,0.932
Col Charlestn,2018,midwest,13,NA,0,0,0,0,0,0,7.6,8.7,25.9,27.7,20.7,17.3,23.127,19.636,0.241,0.247,7.3,8,0.744,0.8,23.1,24,11.1,11.3,16.6,11.7,5.4,8,1.121,1.308,1.096,1.139,1.017,1.021
Bucknell,2018,midwest,14,NA,0,0,0,0,0,0,7.9,9.7,27.7,29.3,24.9,24.7,23.753,23.864,0.252,0.256,8.1,7.3,0.751,0.741,26.3,26.7,14.5,17,18.6,16.3,8.3,21.7,1.147,1.5,1.081,1.198,0.971,0.894
Iona,2018,midwest,15,NA,0,0,0,0,0,0,9.7,6.7,28.2,23,18.5,26.3,18.465,29.478,0.223,0.148,7.2,4.3,0.705,0.694,23.7,25,15.9,11.3,17.3,17.7,3.7,9,1.366,1.417,1.076,1.046,1.027,0.918
U Penn,2018,midwest,16,NA,0,0,0,0,0,0,8.6,9.3,27.1,29.7,20,22.3,17.975,23.078,0.226,0.171,7.5,4.7,0.782,0.783,26.6,27.7,15.2,16,17.6,18.3,6.2,9.3,1.25,1.333,1.034,1.145,0.95,1.021
Virginia,2018,south,1,NA,0,0,0,0,0,0,7.4,7,25,26.7,13.4,12.3,16.402,15.751,0.253,0.266,7,7,0.762,0.779,22.6,22.3,13.7,14.7,14.1,15.3,14.2,10.3,1.601,2.316,1.088,1.141,0.86,0.972
Cincinnati,2018,south,2,NA,1,0,0,0,0,0,7.4,5,26.5,23.7,21.4,19.3,21.51,19.169,0.372,0.33,11.6,11.7,0.747,0.761,23.9,23.3,16.2,14,15.8,13.7,17.8,7,1.423,2.211,1.096,1.028,0.836,0.916
Tennessee,2018,south,3,NA,1,0,0,0,0,0,7.8,7.7,25.3,23,21,22,22.717,26.504,0.313,0.378,9.9,11.3,0.716,0.685,23,21,15.9,14,19.5,18,8.2,8.7,1.293,1.355,1.063,1.102,0.945,0.967
Arizona,2018,south,4,NA,0,0,0,0,0,0,6.9,6,28.8,28,21.4,23,22.986,23.825,0.323,0.348,9,10.7,0.778,0.859,25.7,28.3,15.2,12,17.4,14.3,9.7,13.7,1.242,1.286,1.139,1.125,1.002,0.929
Kentucky,2018,south,5,NA,1,1,0,0,0,0,5.4,7.7,27.1,25.7,24.7,20,23.83,19.89,0.344,0.282,10.8,8,0.714,0.62,25.7,20.7,13.5,13.3,18.9,17,6.5,7.7,1.032,1.429,1.07,1.125,0.979,1.005
Miami (FL),2018,south,6,NA,0,0,0,0,0,0,7.8,9.3,27.4,28,17.2,14.7,16.272,13.604,0.266,0.207,8.3,6.3,0.74,0.67,23.6,21,13.3,14,16.3,18.3,6.1,-4.3,1.177,1.355,1.057,1.055,0.969,1.116
Nevada,2018,south,7,NA,1,1,0,0,0,0,9.7,9,28.3,28.3,22.4,13.7,22.971,13.582,0.263,0.245,8.4,8.3,0.724,0.591,24.9,18.3,16.4,16,17.2,18.7,10.2,-5.7,1.654,1.846,1.14,1.058,1,1.138
Creighton,2018,south,8,NA,0,0,0,0,0,0,10.4,9.7,30.5,29,16.7,14.7,16.762,12.731,0.201,0.184,6.2,6,0.769,0.736,27.2,27,17.8,16.3,15.3,18,8.8,5.7,1.571,1.815,1.125,1.05,1.006,0.973
Kansas St,2018,south,9,NA,1,1,1,0,0,0,6.9,3.7,25.9,26.7,18.4,18,20.033,18.645,0.243,0.163,7,4.7,0.698,0.758,21.2,23,14.3,15.3,18.4,17.3,4.5,-1.3,1.248,1.353,1.061,1.004,0.995,1.023
Texas,2018,south,10,NA,0,0,0,0,0,0,7.1,8.7,25.8,26.3,19.5,19.7,18.5,19.897,0.282,0.33,9.4,10.7,0.727,0.681,23.9,21.3,11.5,12.7,16.1,14.7,3.5,2.7,0.977,1.226,1.016,1.114,0.966,1.074
Loyola-Chi,2018,south,11,NA,1,1,1,1,0,0,7.3,7.3,26,22,17,14.3,18.447,14.808,0.199,0.154,5.2,4.7,0.755,0.753,24.2,24.3,15.4,14.7,14,10,9.7,9.3,1.245,1.833,1.071,0.993,0.927,0.839
Davidson,2018,south,12,NA,0,0,0,0,0,0,10.8,11.3,27.6,26,13.8,13.3,16.387,18.532,0.214,0.189,6,4.7,0.784,0.67,24.5,22.3,17.1,17,15.1,12,9.1,10.7,1.803,2.833,1.151,1.252,1.015,1.073
Buffalo,2018,south,13,NA,1,0,0,0,0,0,9.6,9,30.7,30,19.6,16.3,17.873,17.098,0.302,0.366,10.2,13.7,0.738,0.692,24.9,27.7,16.8,15.7,21.2,17.7,8.2,14,1.352,1.808,1.108,1.154,1.001,0.955
Wright State,2018,south,14,NA,0,0,0,0,0,0,6.8,7.7,24.8,24.7,20.7,21,20.832,24.015,0.272,0.26,8.8,8.7,0.77,0.867,25,28.3,13.2,13.7,16,12.3,5.2,12.7,1.012,1.708,0.997,1.078,0.925,0.892
Georgia St,2018,south,15,NA,0,0,0,0,0,0,9.3,9.3,26.5,26.7,18.1,21.3,17.45,23.365,0.235,0.284,7.3,7.7,0.698,0.74,23.2,24.7,12.9,14,18.5,22.3,6.5,14.3,1.117,1.235,1.059,1.149,0.968,0.939
Maryland BC,2018,south,16,NA,1,0,0,0,0,0,9.8,9,25.6,28,17.6,19,16.18,16.278,0.232,0.219,7.7,7.7,0.719,0.8,22.7,24,14.9,15.3,16.5,19,1.5,10,1.273,1.533,1.027,1.096,1.006,0.953
Xavier,2018,west,1,NA,1,0,0,0,0,0,7.8,6.7,28.9,24.7,23.7,21.7,25.237,26.01,0.279,0.253,8.4,8.3,0.784,0.873,27.2,29.7,16.6,15,16.9,17.3,9.8,9.3,1.339,1.216,1.137,1.027,1.005,0.899
N Carolina,2018,west,2,NA,1,0,0,0,0,0,8.3,7.7,29.9,25.7,18.6,18.3,18.775,20.257,0.366,0.345,12.1,13.3,0.765,0.753,26.9,24.3,18.2,19.3,15.7,15.3,8.9,4.7,1.509,1.933,1.115,1.056,0.995,0.989
Michigan,2018,west,3,NA,1,1,1,1,1,0,9,9.3,26.6,24.7,17.3,24.3,16.892,25.416,0.248,0.217,7.7,6.7,0.784,0.773,23.6,25,14.6,13.3,15.7,16.3,10.1,13,1.59,1.739,1.093,1.131,0.943,0.937
Gonzaga,2018,west,4,NA,1,1,0,0,0,0,9.1,11.3,30.9,30.3,19,14.7,19.004,13.941,0.315,0.226,9.5,6.3,0.798,0.832,26.7,31.3,15.7,14.7,17,13.3,17.4,20.7,1.393,1.294,1.172,1.178,0.931,0.88
Ohio State,2018,west,5,NA,1,0,0,0,0,0,6.8,7.7,27.9,30.7,18.2,10,18.961,9.843,0.292,0.315,8.6,9.3,0.775,0.69,25.5,23,14.8,16.7,17.4,17.3,9.1,9.3,1.249,1.515,1.09,1.117,0.959,0.979
Houston,2018,west,6,NA,1,0,0,0,0,0,8.7,6.7,27.8,26.7,19.2,28.3,19.589,29.941,0.343,0.306,10.3,8.7,0.767,0.75,25.3,23,15,9.3,21.1,22.3,12.9,13.7,1.234,1,1.113,1.169,0.929,0.971
Texas A&M,2018,west,7,NA,1,1,0,0,0,0,6.6,5.3,27.7,23.7,19.4,22.3,17.938,19.037,0.33,0.339,11,12.7,0.739,0.725,27.2,29,15.5,10.3,16.8,19.7,5.2,0.7,1.141,0.775,1.037,0.924,0.966,0.915
Missouri,2018,west,8,NA,0,0,0,0,0,0,9.5,10,24.4,22.7,20.4,19.7,21.894,22.994,0.291,0.238,8.3,6.7,0.746,0.766,25.2,24,13.7,12.3,17.9,17.7,5.2,5.3,0.972,1.156,1.057,1.078,0.982,0.996
Florida St,2018,west,9,NA,1,1,1,0,0,0,8,8,29.2,26.3,22.3,21,20.29,18.285,0.319,0.257,10.5,9,0.721,0.727,24.5,24,15.3,13,18.3,19.3,7.3,-4,1.174,0.951,1.087,1.015,0.99,1.07
Providence,2018,west,10,NA,0,0,0,0,0,0,6.4,4.7,25.6,25,22.8,22,22.112,22.117,0.262,0.241,8.8,8.7,0.729,0.713,23.4,24,13.8,12.3,17.7,16.3,1,-1,1.104,1.276,1.017,0.961,1.003,0.975
San Diego St,2018,west,11,NA,0,0,0,0,0,0,7.4,5.3,27.4,26,20.5,29,20.678,29.349,0.3,0.3,9.6,8,0.76,0.769,25.1,26.7,14.9,12.3,17.2,18.7,8.6,12,1.248,0.974,1.076,1.082,0.955,0.917
S Dakota St,2018,west,12,NA,0,0,0,0,0,0,10.4,9.7,28.1,27,21.9,23.3,22.494,22.496,0.227,0.193,7.5,7,0.793,0.855,28.1,31.3,12.8,10.7,16.4,15.3,7.7,12.3,1.267,1.455,1.121,1.084,1.017,0.918
NC-Grnsboro,2018,west,13,NA,0,0,0,0,0,0,9.6,7.7,25.8,22.7,15.5,14.7,15.83,16.172,0.326,0.351,10.5,11.3,0.776,0.77,23.2,25.7,13.9,9.7,18.6,18,8.8,10,1.038,0.853,1.047,0.991,0.919,0.835
Montana,2018,west,14,NA,0,0,0,0,0,0,5.5,6,28,31.3,23.1,24.3,22.814,23.525,0.317,0.289,10.1,8.7,0.757,0.804,24,26,12.8,10.3,21.1,16.3,9.3,9,1.037,1.107,1.076,1.185,0.949,1.061
Lipscomb,2018,west,15,NA,0,0,0,0,0,0,7.8,11.7,27.5,30.3,24.9,25.3,22.892,24.415,0.265,0.225,8.9,6.7,0.77,0.69,26.1,26,14.9,21.7,20.2,19,2.4,14.3,0.956,1.585,1.024,1.174,0.994,0.989
NC Central,2018,west,16,1,0,0,0,0,0,0,6,5.3,26.2,27,17.7,14.7,17.302,14.235,0.305,0.356,9.4,10.7,0.727,0.767,23.4,26.3,14.8,18,19.5,17.7,-0.3,6.3,1.048,1.286,1.007,0.987,1.011,0.897
Duke,2019,east,1,NA,1,1,1,0,0,0,7.3,4.7,30.5,29,22.1,20.7,20.159,19.742,0.352,0.298,12.1,8.3,0.729,0.679,27.1,25.3,15.9,14,15.9,16.7,15.9,7.7,1.213,0.977,1.105,1.061,0.894,0.955
Michigan St,2019,east,2,NA,1,1,1,1,0,0,8.3,7.3,27.9,24,20.1,22,21.272,26.128,0.329,0.292,9.6,7,0.763,0.853,28.6,29,19.1,16.7,17.1,14.7,13.5,10.3,1.474,1.282,1.117,1.08,0.926,0.927
LSU,2019,east,3,NA,1,1,0,0,0,0,6.8,8,28.5,30.3,23.2,13.3,23.732,12.719,0.368,0.404,12.4,14,0.723,0.75,24,25,13.1,13.3,18.7,19.7,8.3,6.3,0.995,1.111,1.102,1.135,0.989,1.042
VA Tech,2019,east,4,NA,1,1,0,0,0,0,9.6,9.7,25.8,27.3,17,11,19.536,12.588,0.276,0.198,7.5,6,0.74,0.763,22.1,24.7,15.3,15.7,15.3,13.3,11.9,9,1.353,1.741,1.12,1.098,0.94,0.962
Miss State,2019,east,5,NA,0,0,0,0,0,0,8.6,12,27.6,30.7,18.9,15,19.179,13.496,0.334,0.359,10.2,11,0.72,0.708,22.9,22.7,14.2,16.7,17.1,17.7,7.2,10,1.066,1.316,1.097,1.195,0.995,1.051
Maryland,2019,east,6,NA,1,0,0,0,0,0,7.2,6.3,25.2,23,18.2,15,20.152,18.104,0.32,0.287,9.4,9,0.771,0.747,26.5,22.7,13.2,11.7,15.5,15.7,6.3,-2,1.007,1.167,1.053,0.993,0.96,1.024
Louisville,2019,east,7,NA,0,0,0,0,0,0,8.6,9.7,25.1,25.3,20.3,13.3,22.15,15.629,0.27,0.3,8.8,10,0.765,0.754,27.1,28.7,13.4,13,17.2,18.7,6.7,1.3,1.086,1.444,1.05,1.04,0.955,1.021
VCU,2019,east,8,NA,0,0,0,0,0,0,7.2,8,25,26.7,20.4,15.7,19.911,15.272,0.298,0.33,9.5,11,0.732,0.728,24.6,25,13.9,14.3,19.8,17,9.8,14,0.996,1.194,1,1.031,0.863,0.83
Central FL,2019,east,9,NA,1,0,0,0,0,0,6.8,7,24.7,20.3,24.7,15.3,23.029,15.921,0.279,0.356,8,10.7,0.731,0.702,24.7,22,13.3,8.7,16.9,17.3,7.8,-8.7,1.12,0.542,1.04,0.871,0.927,1
Minnesota,2019,east,10,NA,1,0,0,0,0,0,5.2,3.3,24.7,24.7,23.8,20.3,23.035,21.111,0.29,0.221,9.4,6.3,0.744,0.69,23.8,23,14.8,17.3,16.2,12.7,1.6,-6.7,1.238,1.926,1.01,0.987,0.987,1.085
Belmont,2019,east,11,1,0,0,0,0,0,0,10.4,9.3,31.7,28.7,17.9,13.7,17.318,14.949,0.24,0.202,7.6,6.3,0.769,0.757,28.4,27,19.6,17.7,15.7,15.7,12.2,7.3,1.695,1.893,1.143,1.084,0.982,0.981
Liberty,2019,east,12,NA,1,0,0,0,0,0,8.4,6,26.4,26.7,14.2,16.3,16.584,20.182,0.233,0.185,6.3,5,0.767,0.833,22.8,21.7,14.1,13.7,15.6,12,9.9,9.3,1.266,1.64,1.085,1.123,0.936,0.978
Saint Louis,2019,east,13,NA,0,0,0,0,0,0,5.8,6.7,23.9,25.7,22.9,15,19.984,15.405,0.349,0.375,12.1,11,0.774,0.794,24.6,25.7,13,13.7,17.6,13,3.4,11.7,1.002,1.577,0.981,1.111,0.932,0.919
Yale,2019,east,14,NA,0,0,0,0,0,0,7.9,8,29.7,28.3,17.9,14.3,17.247,17.364,0.247,0.198,7.7,6,0.78,0.787,28.8,24.7,17.1,14.7,17,14.7,7,5.7,1.268,1.692,1.071,1.109,0.978,1.027
Bradley,2019,east,15,NA,0,0,0,0,0,0,6.9,6,23,20.3,19.4,12.7,19.9,16.623,0.259,0.25,8,6.7,0.753,0.817,23.6,25.3,12,10.7,17.6,11.7,1.2,2.7,0.961,0.941,0.986,0.917,0.968,0.874
N Dakota St,2019,east,16,1,0,0,0,0,0,0,9.7,11.3,24.6,25.7,17.5,21,19.68,24.987,0.189,0.177,5.6,4.7,0.772,0.728,23.3,22.3,11.3,10.7,15.1,15.3,-1.5,8.7,1.067,1.684,1.06,1.249,1.081,1.111
N Carolina,2019,midwest,1,NA,1,1,0,0,0,0,8.8,7.7,31,29.7,20.6,16.3,19.627,14.902,0.328,0.296,11.2,11.3,0.784,0.743,29,28,19,15,17.2,15.3,13.1,7,1.451,1.667,1.104,1.03,0.935,0.938
Kentucky,2019,midwest,2,NA,1,1,1,0,0,0,6,4.7,26.6,25.7,23.6,22,25.174,25.227,0.347,0.345,10.2,9.7,0.761,0.77,25.8,25.7,13.8,13.7,16.3,18.3,11.3,7.7,1.096,1.242,1.105,1.117,0.942,0.999
Houston,2019,midwest,3,NA,1,1,0,0,0,0,9.2,9,26.8,27.7,19.1,19.3,19.321,17.515,0.336,0.377,10.8,13.3,0.768,0.724,26.5,28,15,13,19.1,23.7,15.2,19.3,1.306,1.182,1.096,1.089,0.878,0.814
Kansas,2019,midwest,4,NA,1,0,0,0,0,0,7.2,4.7,27.3,28,19.4,17,18.736,17.927,0.284,0.318,9.3,11.3,0.732,0.8,26.1,28,13.3,12.3,16.9,14.7,5.3,3.3,1.02,1.276,1.042,1.061,0.968,1.013
Auburn,2019,midwest,5,NA,1,1,1,1,0,0,11.3,12.7,27.1,24.3,18.7,15,18.735,18.753,0.313,0.277,10.3,7.7,0.693,0.685,20.4,16.7,14.3,11.3,18.4,16,10,7.3,1.165,1.259,1.109,1.173,0.968,1.056
Iowa State,2019,midwest,6,NA,0,0,0,0,0,0,8.5,8.7,28,25.7,17.8,19,18.626,22.782,0.267,0.264,8.2,7.7,0.728,0.703,24.4,26,15.2,12,14.8,13.3,9.1,11,1.411,1.44,1.107,1.16,0.977,0.989
Wofford,2019,midwest,7,NA,1,0,0,0,0,0,10.9,9.7,29.3,31,16.6,18,16.849,15.794,0.319,0.247,9.5,6.7,0.773,0.828,23.5,27.3,14.7,14.3,17.5,17.7,13.7,16,1.32,1.024,1.166,1.128,0.97,0.912
Utah State,2019,midwest,8,NA,0,0,0,0,0,0,7.9,8,27.6,26,21.3,26.7,22.084,27.593,0.295,0.337,9,10,0.817,0.779,27.8,27,17,17,18.7,17,11.9,13.3,1.354,1.186,1.095,1.104,0.93,0.92
Washington,2019,midwest,9,NA,1,0,0,0,0,0,7.5,8.3,24.6,22.7,19.1,16.7,19.168,15.113,0.267,0.206,7.9,6.7,0.675,0.639,20.4,17.7,11.7,13,18.4,18.3,5.4,-4,0.878,1.054,1.011,0.936,0.932,0.995
Seton Hall,2019,midwest,10,NA,0,0,0,0,0,0,7,7.3,26.2,25.7,20.7,25.3,20.13,23.182,0.276,0.314,9.1,10.7,0.736,0.72,23.6,24,13.5,12.3,18.8,23.7,2.5,5.3,1.09,1.48,1.017,1.048,0.983,0.974
Ohio State,2019,midwest,11,NA,1,0,0,0,0,0,7.5,9.7,24.2,25.7,18.8,14.3,20.141,15.171,0.256,0.22,7.9,6.7,0.757,0.755,24,24.7,14.2,18.7,17.9,19.7,3.4,-3,1.138,1.474,1.017,0.993,0.967,1.034
N Mex State,2019,midwest,12,NA,0,0,0,0,0,0,9.4,13,27.3,30.3,20.2,16,19.744,15.841,0.368,0.341,11.9,10,0.792,0.891,24.7,30,14.5,15.3,17.9,17,12.8,25.3,1.205,1.353,1.128,1.219,0.941,0.854
Northeastrn,2019,midwest,13,NA,0,0,0,0,0,0,9.8,11.3,26.2,26.7,18.6,17.7,20.436,19.124,0.213,0.218,6.1,6.3,0.773,0.826,23.7,25.3,14.3,15.7,16,15.3,5.8,10.7,1.275,1.679,1.113,1.168,1.028,1.007
Georgia St,2019,midwest,14,NA,0,0,0,0,0,0,9.7,9,26.6,26,20,23,17.996,21.931,0.222,0.279,7.1,9.7,0.686,0.691,22.8,25.3,12.3,12.7,17.4,18,2.5,10.3,1.035,1.056,1.046,1.038,1.01,0.9
Abl Christian,2019,midwest,15,NA,0,0,0,0,0,0,7.2,7.7,25.3,27,19.1,19,20.2,20.713,0.266,0.291,8.1,8.3,0.741,0.829,21.4,22.7,14.6,15,19.1,15.3,6.8,16.3,1.251,1.406,1.05,1.119,0.95,0.878
Iona,2019,midwest,16,NA,0,0,0,0,0,0,8.8,9,26.1,24.7,21.4,22.3,21.744,26.737,0.234,0.23,7.3,6.7,0.716,0.729,23.7,20.7,13.1,10.7,17.2,13.7,1.2,13,1.066,1.333,1.055,1.167,1.038,0.967
Virginia,2019,south,1,NA,1,1,1,1,1,1,8.5,9,25.6,23.3,16.2,18.7,19.324,22.122,0.281,0.226,7.6,6.3,0.767,0.671,24.6,17.7,14.5,13,14.7,17,16.8,5,1.606,1.857,1.145,1.122,0.878,1.041
Tennessee,2019,south,2,NA,1,1,0,0,0,0,6.9,8,29.9,29.7,20.2,18.7,21.644,21.365,0.31,0.379,9.3,12,0.722,0.67,25.3,20.3,18.3,16,17.5,16.7,13.2,2.3,1.665,1.714,1.146,1.217,0.962,1.183
Purdue,2019,south,3,NA,1,1,1,0,0,0,9.7,8.3,26.8,25.3,17.6,17,18.901,17.237,0.341,0.336,10.8,12.7,0.756,0.802,23.3,21.7,14.4,16,17.4,18.3,9.4,2.3,1.355,1.714,1.116,1.044,0.978,1.01
Kansas St,2019,south,4,NA,0,0,0,0,0,0,7.1,8.3,23.8,24.7,16.9,13.7,16.98,12.06,0.263,0.235,8,8,0.762,0.73,22.7,21.7,13.8,14.3,16.1,13.7,6.6,6.7,1.22,1.87,0.994,0.99,0.895,0.889
Wisconsin,2019,south,5,NA,0,0,0,0,0,0,7.1,5.3,25.9,25,15.7,13.7,15.088,13.38,0.227,0.243,7.2,8.7,0.76,0.784,25.2,25.3,12.8,13,15,13,7.6,-0.7,1.341,1.258,1.023,0.927,0.91,0.937
Villanova,2019,south,6,NA,1,0,0,0,0,0,10.6,10,24.7,23,19.9,22.7,21.406,24.711,0.303,0.31,9.3,10.3,0.755,0.75,23.3,25,14.3,15,16.4,16,7.4,5.7,1.307,1.667,1.104,1.077,0.994,0.993
Cincinnati,2019,south,7,NA,0,0,0,0,0,0,6.7,7,24.9,25,21.8,24,22.819,23.061,0.359,0.39,11,13,0.733,0.655,22.2,19,13.7,13,16,14.7,9.4,-1.7,1.3,1.444,1.07,1.088,0.93,1.113
Mississippi,2019,south,8,NA,0,0,0,0,0,0,8.2,7.7,26.5,23.7,18.3,15.7,20.034,20.243,0.28,0.194,8.1,6,0.735,0.75,22.4,22,14.3,11.3,18.1,17.7,5,-1.3,1.133,1.308,1.055,1.017,0.985,1.037
Oklahoma,2019,south,9,NA,1,0,0,0,0,0,6.6,6,25.9,26,18.3,13.7,17.649,14.87,0.236,0.16,7.6,5,0.738,0.688,26,25,12.7,12.3,15.8,14,2.9,-1,1.041,1.276,0.992,0.983,0.951,0.998
Iowa,2019,south,10,NA,1,0,0,0,0,0,8.1,7.7,26.1,27.3,24.3,20.3,24.938,18.601,0.285,0.274,9,10.3,0.721,0.782,24,22.7,15.7,17.7,16,13,4.7,-0.7,1.294,1.656,1.087,1.056,1.022,1.065
St Marys,2019,south,11,NA,0,0,0,0,0,0,7.4,4.7,26.5,24,16.6,11,18.813,13.765,0.292,0.214,8.5,6,0.785,0.829,23.8,22.7,10.1,4,17,13.3,8.5,2,0.957,0.333,1.107,0.974,0.977,0.942
Oregon,2019,south,12,NA,1,1,0,0,0,0,7.6,6.7,25.3,24.7,17.1,20.3,18.008,22.222,0.281,0.294,8.4,8.3,0.754,0.742,23.3,24,13.3,11,17.8,18.7,7.5,12,1.133,1.031,1.036,1.052,0.925,0.874
UC Irvine,2019,south,13,NA,1,0,0,0,0,0,6.8,6.3,26.9,28.7,16.9,16,17.057,19.691,0.316,0.307,9.9,7.7,0.774,0.747,26.6,24.7,13.1,12.3,18.5,14.3,8.9,18.3,1.14,1.321,1.048,1.161,0.92,0.884
Old Dominion,2019,south,14,NA,0,0,0,0,0,0,7.6,5,23.7,22.3,17,13,16.735,16.134,0.315,0.36,10.6,10.7,0.783,0.764,25.3,22.7,12.8,12,16.5,16.7,5.4,3,1.09,1.059,0.987,0.937,0.906,0.89
Colgate,2019,south,15,NA,0,0,0,0,0,0,9.1,10.7,27.1,28.3,16.4,22.7,17.464,24.537,0.29,0.26,8.3,6.3,0.758,0.742,24.1,22,15.7,18.3,15.5,15,5.4,12,1.191,1.375,1.083,1.181,1.005,1.014
Gard-Webb,2019,south,16,NA,0,0,0,0,0,0,7.7,6.7,26.3,26,21.6,24,21.581,28.459,0.202,0.229,5.9,5.3,0.714,0.683,23.8,23,13.6,12.3,16.2,13,2.4,7.3,1.159,1.48,1.058,1.212,1.025,1.096
Gonzaga,2019,west,1,NA,1,1,1,0,0,0,7.8,5,32.2,27.7,21.8,15.3,22.784,17.213,0.297,0.231,8.5,6,0.766,0.777,27.6,24.3,18,14.3,16.1,13.7,23.8,9,1.737,1.229,1.212,1.062,0.888,0.929
Michigan,2019,west,2,NA,1,1,0,0,0,0,8.1,9.3,25.9,28.3,15.6,7,16.173,7.556,0.222,0.16,6.8,5,0.768,0.755,25.4,24.7,13.9,18.3,14.1,14,12.3,12,1.568,2.895,1.057,1.073,0.873,0.892
Texas Tech,2019,west,3,NA,1,1,1,1,1,0,7.2,8.7,26.2,26.3,18.6,15.7,19.535,19.11,0.28,0.23,8,6.7,0.74,0.685,23.8,24.7,13.4,11.7,17.7,18.7,13.8,7,1.083,1.129,1.055,1.07,0.856,0.97
Florida St,2019,west,4,NA,1,1,0,0,0,0,7.5,8.7,25.9,22.7,21.2,14,21.854,17.488,0.322,0.326,10.2,9.7,0.767,0.8,24.4,24,12.9,10.7,19.1,16.3,7.8,0.7,0.954,0.762,1.042,0.984,0.934,0.974
Marquette,2019,west,5,NA,0,0,0,0,0,0,9.4,10.3,26.3,24.3,20.6,33.7,21.398,32.253,0.268,0.31,8,12,0.768,0.767,27.3,26.3,13.6,13.7,18.6,24,8.6,9.3,0.989,1.323,1.064,1.115,0.945,0.99
Buffalo,2019,west,6,NA,1,0,0,0,0,0,9.7,9,30.3,30,21.2,23,19.06,20.955,0.304,0.324,11.1,11.7,0.75,0.792,26.9,31.7,16.6,13.7,18.3,17.3,13.8,18,1.419,1.464,1.109,1.132,0.928,0.892
Nevada,2019,west,7,NA,0,0,0,0,0,0,8.8,8,27.4,24.7,24,23,23.373,20.334,0.249,0.239,8,7,0.787,0.892,26.8,27.7,15,11.7,17.1,16.7,14,9,1.462,1,1.111,1.036,0.918,0.905
Syracuse,2019,west,8,NA,0,0,0,0,0,0,7.9,9,23.8,22,20.7,20,20.258,19.92,0.284,0.278,9,9,0.694,0.612,22.1,20,12,9.7,17.5,19.7,4,-3.3,0.966,0.604,1.002,0.972,0.945,1.02
Baylor,2019,west,9,NA,1,0,0,0,0,0,7.9,7.3,25.5,23.3,18.9,18.7,18.562,17.88,0.366,0.304,11.7,11.3,0.732,0.74,23,24.7,13.8,11.7,18.7,18,4.5,-9.3,1.045,0.946,1.046,0.941,0.981,1.073
Florida,2019,west,10,NA,1,0,0,0,0,0,8.1,7.3,23.9,23.3,17,20,18.22,22.66,0.295,0.357,9.1,10,0.705,0.716,21.3,22.7,12.2,12,17.1,12.3,4.6,5.3,1.04,0.9,1.017,1.101,0.948,1.014
Arizona St,2019,west,11,1,0,0,0,0,0,0,7.2,6.3,26.6,25.7,25.9,27.3,23.079,25.661,0.303,0.245,10.2,7.7,0.765,0.794,25.9,25.7,13.6,12.3,19.8,19.7,4.8,5,1.002,0.925,1.034,1.035,0.97,0.968
Murray St,2019,west,12,NA,1,0,0,0,0,0,7.7,5.7,29.5,29.3,20.1,23.7,20.475,24.404,0.314,0.293,9.9,9,0.725,0.718,25.5,24.7,17.3,16.3,16.2,12.7,13.2,8.3,1.403,1.289,1.124,1.116,0.942,1.003
Vermont,2019,west,13,NA,0,0,0,0,0,0,7.8,9.7,24.8,26,19.9,16,22.213,21.466,0.262,0.333,7.8,8.3,0.802,0.861,24.2,22.7,11.5,12.7,16.6,14.3,9.6,22,1.045,1.357,1.074,1.26,0.933,0.887
N Kentucky,2019,west,14,NA,0,0,0,0,0,0,8.8,9.7,27.6,29.7,20.6,17,19.32,15.321,0.287,0.243,9,8.3,0.764,0.733,24.2,25.7,17.1,21.7,19.1,18,7.8,7.7,1.387,2.407,1.088,1.114,0.98,1.007
Montana,2019,west,15,NA,0,0,0,0,0,0,8.3,9,27.9,29,18.1,10.7,17.934,11.745,0.244,0.181,6.9,5,0.768,0.792,23.4,26.7,14.5,15.3,19.2,17.7,7.3,13.7,1.217,1.484,1.093,1.101,0.989,0.9
